Title,Details,Maplink,Description,Link
I feel Slovenia HIGHLANDER Kamniško Savinjske Alpe,"  Datum: 28. 08. 2024 - 01. 09. 2024 
  Kraj: Mozirje 
  Tip: Športne prireditve
","https://www.google.com/maps/dir/Current+Location/46.3364,14.9659","
I feel Slovenia HIGHLANDER Kamnik Savinja Alps je pohodniška avantura, kjer boste prehodili 101 km v petih dneh od Mozirja do Krvavca ali 50 km v treh dneh iz Luč do Krvavca.
 I feel Slovenia HIGHLANDER Kamnik Savinja Alps je pohodniška avantura, kjer boste prehodili 101 km v petih dneh od Mozirja do Krvavca ali 50 km v treh dneh iz Luč do Krvavca. I feel Slovenia HIGHLANDER Kamniško Savinjske Alpe ponuja dva formata: HIGHLANDER HERCULES I feel Slovenia HIGHLANDER Hercules Kamnik Savinja Alps je pohodniška avantura, kjer boste prehodili 101 kilometrov od Mozirja do Krvavca. Pohod ni tekmovalnega značaja, predvidoma boste v enem dnevu prehodili vsaj 20 km in tako za celotno progo porabili 5 dni. Našo I feel Slovenia HIGHLANDER Hercules avanturo bomo začeli v Mozirju, se povzpeli najprej na Golte, nato na Raduho, se sprehodili skozi slikovito gorniško vas Luče, se povzpeli na Veliko planino in spustili v Kamniško Bistrico, za zadnji dan pa nas čaka še vzpon na Krvavec. HIGHLANDER PEGASUS I feel Slovenia HIGHLANDER Pegasus Kamnik-Savinja Alps je pohodniška avantura, kjer boste v 3 dneh prehodili cca 50 kilometrov s štartom v slikoviti gorniški vasici Luče, se povzpeli na Veliko planino in spustili v Kamniško Bistrico, za zadnji dan pa nas čaka še vzpon na Krvavec. Po prečkanju cilja in okrepčilu, se bomo s Krvavca spustili z gondolo in tako prizanesli utrujenim nogam in predvsem kolenom.",https://www.highlanderadventure.com/sl/kamnik
Šuštarska nedelja,"  Datum: 01. 09. 2024
  Kraj: Tržič, Tržič - staro mestno jedro 
  Tip: Glasbene prireditve, Kulturne prireditve, Etnološke prireditve, Zabavne prireditve
  Kontakt: Občina Tržič, Trg svobode 18, Tržič +386 4 59 71 536 informacije@trzic.si 
  Organizator: Občina Tržič, Trg svobode 18, Tržič 
",,"
Na angelsko nedeljo, prvo nedeljo v septembru, tržiške ulice oživijo in v mesto pod Karavankami privabijo veliko obiskovalcev. Šuštarska nedelja se je razvila iz tržiških sejmov.
 Tržič je leta 1492 dobil trške pravice za prodajo vina, živine in železnih izdelkov. Tako so se v mestu tedensko in tudi letno vrstili sejmi, med katerimi je bil najpomembnejši sejem kmečkih izdelkov na angelsko nedeljo (prva nedelja v septembru).  Prireditveni prostor se razteza vse od večnamenske dvorane BPT, prek celotnega kompleksa bivše tovarne do glavnega odra na parkirišču nekdanje tovarne. Na celotnem območju bodo postavljene stojnice z raznolikimi izdelki in predstavitvami, ulico Balos obogatijo vsebine tržiških društev, osrednja tržiška ulica Trg svobode pa je namenjena ponudnikom z izdelki, povezanimi s tržiškimi obrtmi (čevljarstvo, usnjarstvo, nogavičarstvo, tekstilstvo …). Atrij Občine Tržič je namenjen etnološkim vsebinam in otroškim ustvarjalnim delavnicam, na parkiršču tržnica pa se boste lahko okrepčali in preizkusili v športnih in maksi družabnih igrah.",http://www.visit-trzic.com/prireditve/sustarska-nedelja.html
L'Etape Slovenia,"  Datum: 07. 09. 2024 - 08. 09. 2024 
  Kraj: Kranj 
  Tip: Športne prireditve
  Kontakt: Sport Media Focus d.o.o. info@letape.si 
","https://www.google.com/maps/dir/Current+Location/46.2434,14.3514","
2-dnevni kolesarski praznik v Kranju, 7. in 8. september 2024. Doživi legendarno izkušnjo Dirke po Franciji za rekreativne cestne kolesarje.
 2-dnevni kolesarski praznik v Kranju, 7. in 8. september 2024. Doživi legendarno izkušnjo Dirke po Franciji za rekreativne cestne kolesarje. Sobota, 7. 9. 2024, družinsko kolesarjenje in kolesarjenje za najmlajše z bogatim spremljevalnim programom. Nedelja, 8. 9. 2024, krajša (80 km) in daljša (145 km) preizkušnja L'Etape Slovenia za rekreativne cestne kolesarje in kolesarje na gravel kolesih. Foto: Sportida",https://slovenia.letapebytourdefrance.com/
Dnevi pohodništva: Pohod po medvedovih stopinjah,"  Datum: 07. 09. 2024
  Kraj: Cerknica, Selšček, Notranjska hiša 
  Tip: Športne prireditve, Ostale prireditve
  Kontakt: Turistično društvo Menišija in Zavod Notranjska hiša 051 381 830 notranjskahisa@gmail.com 
","https://www.google.com/maps/dir/Current+Location/45.82,14.3961","
V sklopu Dnevov pohodništva v mistični deželi Cerkniškega jezera raziščite gozdove in travnike prelepe Menišije.
 V sklopu Dnevov pohodništva v mistični deželi Cerkniškega jezera raziščite gozdove in travnike prelepe Menišije. Pridružite se nam na pohodu skozi čudovito meniševsko naravo. Ta dobro obiskana pohodniška destinacija na planoti Menišija nas popelje po sledeh medvedov po srednje zahtevni 11-kilometrski poti z vzponom na najvišjo točko – Špičasto Stražišče (955 m). Raziskali boste bogato naravno in kulturno dediščino, ki je zaznamovala te kraje. Zaključili bomo z okusnim, toplim obrokom v Notranjski hiši v Selščku.",https://www.notranjski-park.si/novice/dnevi-pohodnistva-pohod-po-medvedovih-stopinjah-2307
Dnevi pohodništva: Pogled s Križne gore na Cerkniško jezero,"  Datum: 08. 09. 2024
  Kraj: Cerknica, Bločice 
  Tip: Športne prireditve, Ostale prireditve
  Kontakt: Planinsko društvo Cerknica 031 668 223 tic@notranjski-park.si 
","https://www.google.com/maps/dir/Current+Location/45.7637,14.4543","
V sklopu Dnevov pohodništva v mistični deželi Cerkniškega jezera se povzpnite na vrh panoramskih razgledov - Križno goro.
 V sklopu Dnevov pohodništva v mistični deželi Cerkniškega jezera se povzpnite na vrh panoramskih razgledov - Križno goro. Vabimo vas na pohod na nekdanjo romarsko Križno goro. Začeli bomo na Bločicah in se po robu Bločiškega polja podali v gozd proti vrhu Križne gore. Obkrožili bomo čudovito cerkev sv. Križa in na severu uzrli razgled proti Blokam, domačemu kraju Martina Krpana ter Loško dolino s Snežnikom v ozadju. Ob koncu vzpona pa še pogled proti Cerknici, kjer se bo lesketala gladina Cerkniškega jezera. Vse pohodnike čaka tudi okusna, domača malica.",https://www.notranjski-park.si/novice/dnevi-pohodnistva-pogled-s-krizne-gore-na-cerknisko-jezero
Dnevi kalamarov,"  Datum: 13. 09. 2024 - 29. 09. 2024 
  Kraj: Izola, Izolske gostilne in restavracije 
  Tip: Gastronomske prireditve
  Kontakt: Turistično združenje Izola g.i.z. 056401050 tic.izola@izola.si 
","https://www.google.com/maps/dir/Current+Location/45.537,13.6594","
Kulinarični dnevi v izbranih gostilnah in restavracijah.
 Kulinarični dnevi v izbranih gostilnah in restavracijah. Ko govorimo o morski kulinariki, si je ne znamo predstavljati brez kalamarov. Zaupajte izolskim chefom, ki vas bodo na Dnevih kalamarov navdušili s svojimi kreacijami. So vam ljubši ocvrti ali na žaru? Mogoče pa vas tokrat premamijo kalamari na tradicionalen način ali polnjeni z bakalajem in ovčjim sirom.",https://www.visitizola.com/dogodki/kulinaricni-dnevi-v-izbranih-gostilnah-in-restavracijah-dnevi-kalamarov
Dnevi pohodništva: Pohod na Javorniško Babo,"  Datum: 14. 09. 2024
  Kraj: Cerknica, Rakov Škocjan 
  Tip: Športne prireditve, Ostale prireditve
  Kontakt: Turistično društvo Rakek in Notranjska okuševalnica 040 801 334 natalijavrhunc@yahoo.com 
","https://www.google.com/maps/dir/Current+Location/45.7888,14.2976","
V sklopu Dnevov pohodništva v mistični deželi Cerkniškega jezera doživite svobodo prostranega gozda v objemu Javornikov.
 V sklopu Dnevov pohodništva v mistični deželi Cerkniškega jezera doživite svobodo prostranega gozda v objemu Javornikov. Odkrijte košček mistične dežele Cerkniškega jezera z vzponom na vrh Baba (1085 m) – krasotico med Javorniki! S skritimi potmi, ki vodijo onkraj Velikega Javornika, boste nagrajeni z izjemnim razgledom na prostrano Pivško kotlino, Snežnik, Sv. Trojico, Nanos, Triglav ter Javorniški greben. Pot skozi slikovite stezice, vlake in gozdne ceste nas bo popeljala v prostrane javorniške gozdove in svet mističnih kraških pojavov. Prijavljeni dobijo tudi malico Notranjske okuševalnice.",https://www.notranjski-park.si/novice/dnevi-pohodnistva-pohod-na-javornisko-babo-2311
Dnevi pohodništva: Pohod od Šteberka do Karlovce,"  Datum: 15. 09. 2024
  Kraj: Cerknica, Podštebrk 
  Tip: Športne prireditve, Ostale prireditve
  Kontakt: Turistično društvo Cerkniško jezero 041 248 220 info@cerknisko-jezero.si 
","https://www.google.com/maps/dir/Current+Location/45.7485,14.4442","
V sklopu Dnevovo pohodništva v mistični deželi Cerkniškega jezera se sprehodite po poteh legende o nastanku Cerkniškega jezera.
 V sklopu Dnevovo pohodništva v mistični deželi Cerkniškega jezera se sprehodite po poteh legende o nastanku Cerkniškega jezera. Pridružite se nam na tradicionalnem pohodu ob največjem slovenskem jezeru (kadar je polno, seveda). Od ostankov Šteberškega gradu ob vzhodnem delu jezera do zahodnega roba jezera, do mesta, kjer je nekoč stal Karlovški grad. Ob poti, ki jo je po legendi o nastanku Cerkniškega jezera prehodil in kasneje preveslal šteberški princ, da je prišel do karlovške princese. Presenečeni boste nad skrivnostmi kraškega sveta, ki jih skriva obrobje presihajočega jezera. Pridite, lepo bo!",https://www.notranjski-park.si/novice/dnevi-pohodnistva-pohod-od-steberka-do-karlovce-2309
Julian Alps Trail Run,"  Datum: 20. 09. 2024 - 22. 09. 2024 
  Kraj: Radovljica 
  Tip: Športne prireditve
  Kontakt: JATR, d.o.o. info@trailrun.si 
","https://www.google.com/maps/dir/Current+Location/46.4851,13.7844","
Julian Alps Trail Run je največji slovenski trail tekaški dogodek, ki se odvija v objemu Julijskih Alp. 
 Julian Alps Trail Run je največji slovenski trail tekaški dogodek, ki se odvija v objemu Julijskih Alp.  Razdalje: 10, 15, 25, 50, 80, 120 km Dogodek, umeščen v idilično okolje Triglavskega narodnega parka, je eden mlajših pri nas, a je zaradi izjemne lokacije in slikovitosti tras hitro postal eden od 30 elitnih tekov svetovne serije UTMB. Najdaljša trasa vas iz Radovljice popelje po okolici Julijskih Alp do cilja v Kranjski Gori, pri čemer premagate več kot 5000 višinskih metrov! Izkušnja, ki se vam bo vtisnila globoko v srce in ki vam približala bisere najvišjega alpskega masiva v Sloveniji.",https://trailrun.si/
Pomol okusov IV,"  Datum: 21. 09. 2024
  Kraj: Izola, Severni izolski pomol 
  Tip: Festivali
  Kontakt: Turistično združenje Izola g.i.z. +386 5 640 10 50 tic.izola@izola.si 
","https://www.google.com/maps/dir/Current+Location/45.5393,13.6558","
Kulinarični dogodek na prostem z najlepšim pogledom na morje, kjer na enem mestu okusite istrske jedi in ostale dobrote.
 Kulinarični dogodek na prostem z najlepšim pogledom na morje, kjer na enem mestu okusite istrske jedi in ostale dobrote. Pridružite se nam na Pomolu okusov v Izoli, kulinarični prireditvi na prostem, ki jo na severnem izolskem pomolu organiziramo večkrat letno. Dogodek poteka v idiličnem ambientu s pogledom na priljubljeni izolski plaži Svetilnik in Bele skale in vam na enem mestu ponuja izkušnjo lokalnih kulinaričnih specialitet. Vsak Pomol je malce drugačen, le sončni zahod je vedno krasen!",https://www.visitizola.com/dogodki/pomol-okusov-iv#
Festival Stare trte,"  Datum: 26. 09. 2024 - 29. 09. 2024 
  Kraj: Maribor, Hiša Stare trte 
  Tip: Gastronomske prireditve
  Organizator: Hiša Stare trte, Vojašniška ulica 8, 2000 Maribor 
","https://www.google.com/maps/dir/Current+Location/46.5568,15.6442","
Festival Stare trte je vinski, kulinarični in kulturni poklon 450-letni Guinnessovi rekorderki, najstarejši trti na svetu.
 Festival Stare trte je vinski, kulinarični in kulturni poklon 450-letni Guinnessovi rekorderki, najstarejši trti na svetu. Festival Stare trte je vinski, kulinarični in kulturni poklon 450-letni Guinnessovi rekorderki, najstarejši trti na svetu.",https://www.visitmaribor.si/si/kaj-poceti/dogodki-in-prireditve/vsi-dogodki-in-prireditve/5911-festival-stare-trte
"Svečana trgatev Stare trte, najstarejše trte na svetu","  Datum: 29. 09. 2024
  Kraj: Maribor, Lent, pred Hišo Stare trte 
  Tip: Festivali, Gastronomske prireditve
",,"
Naši Stari trti, najstarejši trti na svetu, kraljici vinskih trt, se kot največji etnografski znamenitosti posveti veliko turistično promocijskih protokolarnih prireditev – najznamenitejša in najpopularnejša je gotovo njena svečana trgatev.
 Naši Stari trti, najstarejši trti na svetu, kraljici vinskih trt, se kot največji etnografski znamenitosti posveti veliko turistično promocijskih protokolarnih prireditev – najznamenitejša in najpopularnejša je gotovo njena svečana trgatev.",https://www.visitmaribor.si/si/kaj-poceti/dogodki-in-prireditve/vsi-dogodki-in-prireditve/5915-svecana-trgatev-stare-trte-najstarejse-trte-na-svetu
Istrski kolesarski maraton,"  Datum: 12. 10. 2024 - 13. 10. 2024 
  Kraj: Ankaran 
  Tip: Športne prireditve
  Kontakt: Kolesarsko društvo Raketa +386 40 619 619 info@istrski-kolesarskimaraton.si 
","https://www.google.com/maps/dir/Current+Location/45.579,13.7365","
Istrski kolesarski maraton je največji rekreativni kolesarski dogodek v Istri. Navdušuje z edinstvenim okoljem, razgibanimi trasami za vse okuse in stopnje pripravljenosti, lepimi panoramami in pestrim spremljevalnim programom.
 Istrski kolesarski maraton je največji rekreativni kolesarski dogodek v Istri. Navdušuje z edinstvenim okoljem, razgibanimi trasami za vse okuse in stopnje pripravljenosti, lepimi panoramami in pestrim spremljevalnim programom. S tremi različno zahtevnimi trasami je primeren za vse rekreativne okuse in stopnje pripravljenosti.",https://www.istrski-kolesarskimaraton.si/
Dnevi kraljice sardele,"  Datum: 18. 10. 2024 - 03. 11. 2024 
  Kraj: Izola, Izolske gostilne in restavracije 
  Tip: Gastronomske prireditve
  Kontakt: Turistično združenje Izola g.i.z. 056401050 tic.izola@izola.si 
","https://www.google.com/maps/dir/Current+Location/45.537,13.6594","
Kulinarični dnevi v izbranih gostilnah in restavracijah.
 Kulinarični dnevi v izbranih gostilnah in restavracijah. Dnevi kraljice sardele so posvečeni najbolj okusni in zdravi plavi ribi, ki je še bolj kot vse druge zaznamovala razvoj in zgodovino Izole. V obdobju dveh tednov boste sardele lahko preizkusili tudi na druge načine, ne le na žaru ali ocvrte. Ste jih že poskusili na šavor ali na posteljici paradižnika?",https://www.visitizola.com/dogodki/kulinaricni-dnevi-v-izbranih-gostilnah-in-restavracijah-dnevi-kraljice-sardele
Pomol okusov V,"  Datum: 19. 10. 2024
  Kraj: Izola, Severni izolski pomol 
  Tip: Festivali, Gastronomske prireditve
  Kontakt: Turistično združenje Izola g.i.z. +386 5 640 10 50 tjasa.likar@izola.si 
","https://www.google.com/maps/dir/Current+Location/45.5393,13.6558","
Kulinarični dogodek na prostem z najlepšim pogledom na morje, kjer na enem mestu okusite istrske jedi in ostale dobrote.
 Kulinarični dogodek na prostem z najlepšim pogledom na morje, kjer na enem mestu okusite istrske jedi in ostale dobrote. Pridružite se nam na Pomolu okusov v Izoli, kulinarični prireditvi na prostem, ki jo na severnem izolskem pomolu organiziramo večkrat letno. Dogodek poteka v idiličnem ambientu s pogledom na priljubljeni izolski plaži Svetilnik in Bele skale in vam na enem mestu ponuja izkušnjo lokalnih kulinaričnih specialitet. Vsak Pomol je malce drugačen, le sončni zahod je vedno krasen!",https://www.visitizola.com/dogodki/pomol-okusov-v
Obala Ultra Trail,"  Datum: 01. 11. 2024 - 03. 11. 2024 
  Kraj: Koper 
  Tip: Športne prireditve
  Kontakt: Obala Ultra Trail +386 40 196 082 info@obalaultratrail.si 
","https://www.google.com/maps/dir/Current+Location/45.5482,13.7296","
Vljudno vabljeni na Obala Ultra-Trail, kjer boste uživali v čudoviti naravi ob morju in razgledih, ki sežejo daleč okoli.
 
 Vljudno vabljeni na Obala Ultra-Trail, kjer boste uživali v čudoviti naravi ob morju in razgledih, ki sežejo daleč okoli.   Razdalje: 12, 18, 35, 65, 100km Za takšne, ki bi čez drn in strn tekli kar celo leto, so podaljšek sezone pripravili na klimatsko nežnejši slovenski obali. In če imate radi predvsem to – obalo, izberite enega od krajših tekov (12, 18, 35), saj tisti daljši vodita stran od morja, v skrite kotičke romantične, gričevnate Istre. Obstaja verjetnost, da se boste v griče zaljubili, se vrnili in Istro želeli spoznati v ritmu življenja domačinov, ki je za odtenek lagodnejši od tekačevega.",https://www.obalaultratrail.si/
2025 IBU svetovni pokal v biatlonu - Pokljuka,"  Datum: 10. 03. 2025 - 16. 03. 2025 
  Kraj: Srednja vas v Bohinju, Športni center Triglav Pokljuka - Rudno polje 
  Tip: Športne prireditve
  Kontakt: 04 2791 920 info@biathlon-pokljuka.com 
  Organizator: Športno društvo Pokljuka, Organizacijski odbor Pokljuka 
",,"
Biatlon je svetoven in Pokljuka je njegovo središče.
 Biatlon je svetoven in Pokljuka je njegovo središče. Bogata tradicija biatlonskih tekmovanj na slovenskih tleh se nadaljuje tudi v letošnji zimski sezoni, ko bo Organizacijski odbor Pokljuka ponovno pripravil zimski dogodek, ki bo približal vznemirljiva biatlonska tekmovanja domačim in tujim obiskovalcem v živo na Pokljuki kot tudi gledalcem pred TV sprejemniki na enem izmed štirih največjih zimsko-športnih dogodkov v Sloveniji.  Pokljuka kot tradicionalno prizorišče bo med 10. in 16. marcem 2025 gostila IBU svetovni pokal v biatlonu, ki bo predzadnje prizorišče v sezoni 2024/2025. Več informacij >",https://www.bled.si/sl/prireditve/2021021608570953/
