Name,Date,Details,Description
Dobimo se ob pol desetih,20. februar 2024,Škofja Loka Telovadnica Osnovne šole Škofja Loka-Mesto Počitniške dejavnosti za otroke od 1. do 6. razreda ,"Za otroke bomo organizirali počitniške dejavnosti v času zimskih počitnic. Organizirane bodo športne in ustvarjalne delavnice Otroci bodo počitnice preživeli v družbi prijateljev in animatorjev. Udeležba je za otroke brezplačna.
Več informacij in prijave zbiramo na spletni strani DPM Škofja Loka.

Več: Jelka, 040 334 475, dpm.skofjaloka@gmail.com
"
PRAVLJIČNO OGNJIŠČE,20. februar 2024,Škofja Loka Mladinski oddelek Knjižnice Ivana Tavčarja Škofja Loka Prireditev za otroke ,
"Ophéliejino odkrivanje Škofje Loke skozi oči Toneta Mlakarja, razstava fotografij mesta med letoma 1950 in 1970 in leta 2022",21. februar 2024,"Škofja Loka Okrogli stolp, Loški muzej Škofja Loka Kulturni dogodek ","Razstava predstavlja podobe škofjeloške stavbne in urbanistične kulturne dediščine nekoč in danes. Vključuje nabor fotografij iz arhiva Toneta Mlakarja, ki je več kot pet desetletij beležil kroniko Škofje Loke, njene arhitekture in prebivalcev, urbane in podeželske kulturne krajine. Barvne fotografije na razstavi je posnela Ophélie Chapuis iz Francije, študentka umetnostne zgodovine, kulturnega posredovanja in kuriranja razstav na Univerzi v Toursu, ki je bila prostovoljka v okviru Zavoda O v Škofji Loki. V tem času je delala tudi v Loškem muzeju, kjer sta ji nekdanji vodja projektov Branka Gradišar in kustosinja Nina Misson predlagali, da med digitaliziranjem arhiva Toneta Mlakarja pripravi izbor fotografij Škofje Loke in izbrane fotografije tudi sama poustvari. V muzeju smo želeli s tem hkrati spodbuditi drugačne načine raziskovanja stavbne dediščine Škofje Loke: Ophélie Chapuis, le kratek čas živeča v Loki, tako rekoč turistka, se je odpravila po mestnih ulicah v iskanju zgodovine, ki jo je v objektiv ujel Tone Mlakar.

Vabljeni!

Foto: 
Levo: Tone Mlakar, Cerkev Marije Brezmadežne, ok. 1960
Desno: Ophélie Chapuis, Cerkev Marije Brezmadežne, 2022
Več: info@loski-muzej.si, 04 517 04 00
"
Dolgo 19. stoletje: Škofja Loka od leta 1803 do 1914,21. februar 2024,"Škofja Loka info@loski-muzej.si, 04 517 04 00 Kulturna prireditev ","Razstava skozi izbrana poglavja prikazuje utrip življenja in razvoj Škofje Loke, Selške in Poljanske doline z Žirmi od leta 1803, ko je bilo Loško gospostvo podržavljeno, do leta 1914, ko se je začela prva svetovna vojna. Posamezni tematski sklopi se med sabo prepletajo in so umeščeni v širši kontekst velikih zgodovinskih prelomnic avstrijske monarhije, evropskega prostora in nenazadnje sveta.
»Dolgo 19. stoletje« na Loškem je tako zaobjeto s predstavitvijo upravnih sprememb v Ilirskih provincah in avstrijski monarhiji, kulta cesarja, velike revolucije imenovane 'pomlad narodov', društvenega življenja, izzivov na kmetijskem in gospodarskem področju, delovanja šolstva in zdravstva, naravnih katastrof ter vsakdanjega življenja, ki je bilo neločljivo prepleteno s cerkvenim koledarjem in prazniki.

V prizadevanjih za povečevanje dostopnosti razstavnih vsebin, so besedila prevedena v lahko branje in brajico, video vsebine podnaslovljene, posebej označeni predmeti pa so na voljo za dotik.

Vabljeni!

Foto: Veduta Škofje Loke, Wagnerjeve vedute Kranjske, 1842–1848
Več: info@loski-muzej.si, 04 517 04 00
"
Borut Cencel: Smisel življenja,21. februar 2024,Škofja Loka Sokolski dom Škofja Loka razstava ,"Februarja si lahko v
Preddverju Sokolskega doma Škofja Loka ogledate razstavo z naslovom Smisel življenja.
Svoje slike razstavlja Borut Cencel, ki se je rodil v Šentvidu
pri Stični, življenjska pot pa ga je pripeljala v Kranj, kjer živi že štiri
leta. Vedno je rad risal in slikal, sedaj pa se s slikarstvom intenzivno
ukvarja zadnja tri leta. V tem času je razvil svoj slikarski izraz.
Motive upodablja na
lesonit ali platno. Njegove slike spominjajo na naivno slikarstvo, všeč pa so
mu motivi, ki se zgledujejo v nadrealizmu.
V naravo gre slikat
malokdaj, saj najraje slika doma. Slikanje mu pomeni sprostitev.
Razstavo si lahko
ogledate vse do 25. 2. 2024 v delovnem času Sokolskega doma:
·        torek–petek: 10.00–12.00 in 17.00–19.00,
·        sobota: 9.30–12.30,
·        nedelja: 9.30–12.30 in 17.00–19.00,
·        ponedeljek in prazniki: zaprto.

Več: Zavod 973, ema.nunar@zavod973.si, Sokolski dom Škofja Loka: 04 511 23 35
"
Dobimo se ob pol desetih,21. februar 2024,Škofja Loka Telovadnica Osnovne šole Škofja Loka-Mesto Počitniške dejavnosti za otroke od 1. do 6. razreda ,"Za otroke bomo organizirali počitniške dejavnosti v času zimskih počitnic. Organizirane bodo športne in ustvarjalne delavnice Otroci bodo počitnice preživeli v družbi prijateljev in animatorjev. Udeležba je za otroke brezplačna.
Več informacij in prijave zbiramo na spletni strani DPM Škofja Loka.

Več: Jelka, 040 334 475, dpm.skofjaloka@gmail.com
"
"TONKA, SLADKA LIZIKA",21. februar 2024,Železniki Krajevna knjižnica  Železniki Predstavitev slikanice in ustvarjalna delavnica ,"04 510 14 90, 041 442 075
"
"Ophéliejino odkrivanje Škofje Loke skozi oči Toneta Mlakarja, razstava fotografij mesta med letoma 1950 in 1970 in leta 2022",22. februar 2024,"Škofja Loka Okrogli stolp, Loški muzej Škofja Loka Kulturni dogodek ","Razstava predstavlja podobe škofjeloške stavbne in urbanistične kulturne dediščine nekoč in danes. Vključuje nabor fotografij iz arhiva Toneta Mlakarja, ki je več kot pet desetletij beležil kroniko Škofje Loke, njene arhitekture in prebivalcev, urbane in podeželske kulturne krajine. Barvne fotografije na razstavi je posnela Ophélie Chapuis iz Francije, študentka umetnostne zgodovine, kulturnega posredovanja in kuriranja razstav na Univerzi v Toursu, ki je bila prostovoljka v okviru Zavoda O v Škofji Loki. V tem času je delala tudi v Loškem muzeju, kjer sta ji nekdanji vodja projektov Branka Gradišar in kustosinja Nina Misson predlagali, da med digitaliziranjem arhiva Toneta Mlakarja pripravi izbor fotografij Škofje Loke in izbrane fotografije tudi sama poustvari. V muzeju smo želeli s tem hkrati spodbuditi drugačne načine raziskovanja stavbne dediščine Škofje Loke: Ophélie Chapuis, le kratek čas živeča v Loki, tako rekoč turistka, se je odpravila po mestnih ulicah v iskanju zgodovine, ki jo je v objektiv ujel Tone Mlakar.

Vabljeni!

Foto: 
Levo: Tone Mlakar, Cerkev Marije Brezmadežne, ok. 1960
Desno: Ophélie Chapuis, Cerkev Marije Brezmadežne, 2022
Več: info@loski-muzej.si, 04 517 04 00
"
Dolgo 19. stoletje: Škofja Loka od leta 1803 do 1914,22. februar 2024,"Škofja Loka info@loski-muzej.si, 04 517 04 00 Kulturna prireditev ","Razstava skozi izbrana poglavja prikazuje utrip življenja in razvoj Škofje Loke, Selške in Poljanske doline z Žirmi od leta 1803, ko je bilo Loško gospostvo podržavljeno, do leta 1914, ko se je začela prva svetovna vojna. Posamezni tematski sklopi se med sabo prepletajo in so umeščeni v širši kontekst velikih zgodovinskih prelomnic avstrijske monarhije, evropskega prostora in nenazadnje sveta.
»Dolgo 19. stoletje« na Loškem je tako zaobjeto s predstavitvijo upravnih sprememb v Ilirskih provincah in avstrijski monarhiji, kulta cesarja, velike revolucije imenovane 'pomlad narodov', društvenega življenja, izzivov na kmetijskem in gospodarskem področju, delovanja šolstva in zdravstva, naravnih katastrof ter vsakdanjega življenja, ki je bilo neločljivo prepleteno s cerkvenim koledarjem in prazniki.

V prizadevanjih za povečevanje dostopnosti razstavnih vsebin, so besedila prevedena v lahko branje in brajico, video vsebine podnaslovljene, posebej označeni predmeti pa so na voljo za dotik.

Vabljeni!

Foto: Veduta Škofje Loke, Wagnerjeve vedute Kranjske, 1842–1848
Več: info@loski-muzej.si, 04 517 04 00
"
Borut Cencel: Smisel življenja,22. februar 2024,Škofja Loka Sokolski dom Škofja Loka razstava ,"Februarja si lahko v
Preddverju Sokolskega doma Škofja Loka ogledate razstavo z naslovom Smisel življenja.
Svoje slike razstavlja Borut Cencel, ki se je rodil v Šentvidu
pri Stični, življenjska pot pa ga je pripeljala v Kranj, kjer živi že štiri
leta. Vedno je rad risal in slikal, sedaj pa se s slikarstvom intenzivno
ukvarja zadnja tri leta. V tem času je razvil svoj slikarski izraz.
Motive upodablja na
lesonit ali platno. Njegove slike spominjajo na naivno slikarstvo, všeč pa so
mu motivi, ki se zgledujejo v nadrealizmu.
V naravo gre slikat
malokdaj, saj najraje slika doma. Slikanje mu pomeni sprostitev.
Razstavo si lahko
ogledate vse do 25. 2. 2024 v delovnem času Sokolskega doma:
·        torek–petek: 10.00–12.00 in 17.00–19.00,
·        sobota: 9.30–12.30,
·        nedelja: 9.30–12.30 in 17.00–19.00,
·        ponedeljek in prazniki: zaprto.

Več: Zavod 973, ema.nunar@zavod973.si, Sokolski dom Škofja Loka: 04 511 23 35
"
Razstava fotokluba Anton Ažbe,22. februar 2024,Gorenja vas - Poljane Galerija Šubičeve hiše Poljane Razstava ,"
Več info:
051 200 890
zavod@poljanskadolina.com
www.subicevahisa.si
"
Dobimo se ob pol desetih,22. februar 2024,Škofja Loka Telovadnica Osnovne šole Škofja Loka-Mesto Počitniške dejavnosti za otroke od 1. do 6. razreda ,"Za otroke bomo organizirali počitniške dejavnosti v času zimskih počitnic. Organizirane bodo športne in ustvarjalne delavnice Otroci bodo počitnice preživeli v družbi prijateljev in animatorjev. Udeležba je za otroke brezplačna.
Več informacij in prijave zbiramo na spletni strani DPM Škofja Loka.

Več: Jelka, 040 334 475, dpm.skofjaloka@gmail.com
"
BEREMO S KUŽKOM  Obvezne predhodne prijave,22. februar 2024,Železniki Krajevna knjižnica  Železniki Delavnica branja za otroke ,"Delavnica Beremo s kužkom poteka v družbi psa, ki se mu pridružijo otroci. Na začetku se otroci spoznajo s psom, tako da pristopijo k njemu, ga pobožajo, mu dajo priboljšek. Velik del delavnice predstavlja branje kužku, običajno pa na delavnici ostane tudi čas za igro s psom. Knjižničarka pripravi primerne pravljice, ki jih lahko otroci izberejo in preberejo kužku, pripravi tudi poučne knjige o psih, njihovih značilnostih, pasmah in vzgoji, ki si jih otroci lahko izposodijo.

Delavnica je namenjena otrokom starim od 7. leta dalje, ki imajo bralne težave ali pa si želijo bolje spoznati navade in kvalitete psov. Nekateri otroci pridejo z namenom, da premagajo strah pred temi živalmi.
Delavnico vodi prostovoljka Nika iz društva Ambasadorji nasmeha. 
Na delavnico se je potrebno prijaviti.
Več: zelezniki@knjiznica-skofjaloka.si
04 510 14 90, 041 442 075

"
"Ophéliejino odkrivanje Škofje Loke skozi oči Toneta Mlakarja, razstava fotografij mesta med letoma 1950 in 1970 in leta 2022",23. februar 2024,"Škofja Loka Okrogli stolp, Loški muzej Škofja Loka Kulturni dogodek ","Razstava predstavlja podobe škofjeloške stavbne in urbanistične kulturne dediščine nekoč in danes. Vključuje nabor fotografij iz arhiva Toneta Mlakarja, ki je več kot pet desetletij beležil kroniko Škofje Loke, njene arhitekture in prebivalcev, urbane in podeželske kulturne krajine. Barvne fotografije na razstavi je posnela Ophélie Chapuis iz Francije, študentka umetnostne zgodovine, kulturnega posredovanja in kuriranja razstav na Univerzi v Toursu, ki je bila prostovoljka v okviru Zavoda O v Škofji Loki. V tem času je delala tudi v Loškem muzeju, kjer sta ji nekdanji vodja projektov Branka Gradišar in kustosinja Nina Misson predlagali, da med digitaliziranjem arhiva Toneta Mlakarja pripravi izbor fotografij Škofje Loke in izbrane fotografije tudi sama poustvari. V muzeju smo želeli s tem hkrati spodbuditi drugačne načine raziskovanja stavbne dediščine Škofje Loke: Ophélie Chapuis, le kratek čas živeča v Loki, tako rekoč turistka, se je odpravila po mestnih ulicah v iskanju zgodovine, ki jo je v objektiv ujel Tone Mlakar.

Vabljeni!

Foto: 
Levo: Tone Mlakar, Cerkev Marije Brezmadežne, ok. 1960
Desno: Ophélie Chapuis, Cerkev Marije Brezmadežne, 2022
Več: info@loski-muzej.si, 04 517 04 00
"
Dolgo 19. stoletje: Škofja Loka od leta 1803 do 1914,23. februar 2024,"Škofja Loka info@loski-muzej.si, 04 517 04 00 Kulturna prireditev ","Razstava skozi izbrana poglavja prikazuje utrip življenja in razvoj Škofje Loke, Selške in Poljanske doline z Žirmi od leta 1803, ko je bilo Loško gospostvo podržavljeno, do leta 1914, ko se je začela prva svetovna vojna. Posamezni tematski sklopi se med sabo prepletajo in so umeščeni v širši kontekst velikih zgodovinskih prelomnic avstrijske monarhije, evropskega prostora in nenazadnje sveta.
»Dolgo 19. stoletje« na Loškem je tako zaobjeto s predstavitvijo upravnih sprememb v Ilirskih provincah in avstrijski monarhiji, kulta cesarja, velike revolucije imenovane 'pomlad narodov', društvenega življenja, izzivov na kmetijskem in gospodarskem področju, delovanja šolstva in zdravstva, naravnih katastrof ter vsakdanjega življenja, ki je bilo neločljivo prepleteno s cerkvenim koledarjem in prazniki.

V prizadevanjih za povečevanje dostopnosti razstavnih vsebin, so besedila prevedena v lahko branje in brajico, video vsebine podnaslovljene, posebej označeni predmeti pa so na voljo za dotik.

Vabljeni!

Foto: Veduta Škofje Loke, Wagnerjeve vedute Kranjske, 1842–1848
Več: info@loski-muzej.si, 04 517 04 00
"
Borut Cencel: Smisel življenja,23. februar 2024,Škofja Loka Sokolski dom Škofja Loka razstava ,"Februarja si lahko v
Preddverju Sokolskega doma Škofja Loka ogledate razstavo z naslovom Smisel življenja.
Svoje slike razstavlja Borut Cencel, ki se je rodil v Šentvidu
pri Stični, življenjska pot pa ga je pripeljala v Kranj, kjer živi že štiri
leta. Vedno je rad risal in slikal, sedaj pa se s slikarstvom intenzivno
ukvarja zadnja tri leta. V tem času je razvil svoj slikarski izraz.
Motive upodablja na
lesonit ali platno. Njegove slike spominjajo na naivno slikarstvo, všeč pa so
mu motivi, ki se zgledujejo v nadrealizmu.
V naravo gre slikat
malokdaj, saj najraje slika doma. Slikanje mu pomeni sprostitev.
Razstavo si lahko
ogledate vse do 25. 2. 2024 v delovnem času Sokolskega doma:
·        torek–petek: 10.00–12.00 in 17.00–19.00,
·        sobota: 9.30–12.30,
·        nedelja: 9.30–12.30 in 17.00–19.00,
·        ponedeljek in prazniki: zaprto.

Več: Zavod 973, ema.nunar@zavod973.si, Sokolski dom Škofja Loka: 04 511 23 35
"
Gledališki tečaj,23. februar 2024,"Škofja Loka Martinova hiša, Mestni trg 26, Škofja Loka in KD Ivana Cankarja, Sv. Duh kulturna prireditev ","Gledališki tečaj je namenjen vsem, ki jih zanimata oder in poklic igralca brez starostne omejitve. Začenjamo z individualnimi urami učenja igre, sproščanja telesa, odpiranja glasu in dihalnih vaj ter izboljšave retorike preko nastopov. 
Mentorja sta: Nadja Strajnar Zadnik in Vid Zadnik
Društvo Glasba – Drama vabi k vpisu v gledališki tečaj otroke, dijake, študente in odrasle. 
V Knjižnici Jožeta Mazovca bo v torek, 6.2. 2024 ob 19. uri  literarni večer z naslovom: Moj pogled na Ivana Tavčarja, Franja Košenini, poročena Tavčar. Vabljeni!
V Sokolskem domu Škofja Loka bo 17. 2. 2024 ob 10. uri v okviru otroškega glasbenega abonmaja predstava Leteča žaba. Vabljeni!  

Več: Nadja Strajnar Zadnik
GSM:031 511 781
e-mail: nadja.strajnar@hotmail.com;
              nadja.strajnar@gmail.com 

"
"Ophéliejino odkrivanje Škofje Loke skozi oči Toneta Mlakarja, razstava fotografij mesta med letoma 1950 in 1970 in leta 2022",24. februar 2024,"Škofja Loka Okrogli stolp, Loški muzej Škofja Loka Kulturni dogodek ","Razstava predstavlja podobe škofjeloške stavbne in urbanistične kulturne dediščine nekoč in danes. Vključuje nabor fotografij iz arhiva Toneta Mlakarja, ki je več kot pet desetletij beležil kroniko Škofje Loke, njene arhitekture in prebivalcev, urbane in podeželske kulturne krajine. Barvne fotografije na razstavi je posnela Ophélie Chapuis iz Francije, študentka umetnostne zgodovine, kulturnega posredovanja in kuriranja razstav na Univerzi v Toursu, ki je bila prostovoljka v okviru Zavoda O v Škofji Loki. V tem času je delala tudi v Loškem muzeju, kjer sta ji nekdanji vodja projektov Branka Gradišar in kustosinja Nina Misson predlagali, da med digitaliziranjem arhiva Toneta Mlakarja pripravi izbor fotografij Škofje Loke in izbrane fotografije tudi sama poustvari. V muzeju smo želeli s tem hkrati spodbuditi drugačne načine raziskovanja stavbne dediščine Škofje Loke: Ophélie Chapuis, le kratek čas živeča v Loki, tako rekoč turistka, se je odpravila po mestnih ulicah v iskanju zgodovine, ki jo je v objektiv ujel Tone Mlakar.

Vabljeni!

Foto: 
Levo: Tone Mlakar, Cerkev Marije Brezmadežne, ok. 1960
Desno: Ophélie Chapuis, Cerkev Marije Brezmadežne, 2022
Več: info@loski-muzej.si, 04 517 04 00
"
Dolgo 19. stoletje: Škofja Loka od leta 1803 do 1914,24. februar 2024,"Škofja Loka info@loski-muzej.si, 04 517 04 00 Kulturna prireditev ","Razstava skozi izbrana poglavja prikazuje utrip življenja in razvoj Škofje Loke, Selške in Poljanske doline z Žirmi od leta 1803, ko je bilo Loško gospostvo podržavljeno, do leta 1914, ko se je začela prva svetovna vojna. Posamezni tematski sklopi se med sabo prepletajo in so umeščeni v širši kontekst velikih zgodovinskih prelomnic avstrijske monarhije, evropskega prostora in nenazadnje sveta.
»Dolgo 19. stoletje« na Loškem je tako zaobjeto s predstavitvijo upravnih sprememb v Ilirskih provincah in avstrijski monarhiji, kulta cesarja, velike revolucije imenovane 'pomlad narodov', društvenega življenja, izzivov na kmetijskem in gospodarskem področju, delovanja šolstva in zdravstva, naravnih katastrof ter vsakdanjega življenja, ki je bilo neločljivo prepleteno s cerkvenim koledarjem in prazniki.

V prizadevanjih za povečevanje dostopnosti razstavnih vsebin, so besedila prevedena v lahko branje in brajico, video vsebine podnaslovljene, posebej označeni predmeti pa so na voljo za dotik.

Vabljeni!

Foto: Veduta Škofje Loke, Wagnerjeve vedute Kranjske, 1842–1848
Več: info@loski-muzej.si, 04 517 04 00
"
